Film,Name,Category,Year_Film,Year_Ceremony,Critic_Score,Audience_Score,Winner,Unique_Group_ID
Everything Everywhere All at Once,"Daniel Kwan, Daniel Scheinert and Jonathan Wang, Producers",BEST PICTURE,2022,2023,0.93,0.77,True,326
Everything Everywhere All at Once,Jamie Lee Curtis,ACTRESS IN A SUPPORTING ROLE,2022,2023,0.93,0.77,True,326
Everything Everywhere All at Once,Son Lux,MUSIC (Original Score),2022,2023,0.93,0.77,False,326
Everything Everywhere All at Once,Paul Rogers,FILM EDITING,2022,2023,0.93,0.77,True,326
Everything Everywhere All at Once,Daniel Kwan and Daniel Scheinert,DIRECTING,2022,2023,0.93,0.77,True,326
Everything Everywhere All at Once,Ke Huy Quan,ACTOR IN A SUPPORTING ROLE,2022,2023,0.93,0.77,True,326
Everything Everywhere All at Once,Stephanie Hsu,ACTRESS IN A SUPPORTING ROLE,2022,2023,0.93,0.77,False,326
Everything Everywhere All at Once,Shirley Kurata,COSTUME DESIGN,2022,2023,0.93,0.77,False,326
Everything Everywhere All at Once,Written by Daniel Kwan & Daniel Scheinert,WRITING (Original Screenplay),2022,2023,0.93,0.77,True,326
Everything Everywhere All at Once,Michelle Yeoh,ACTRESS IN A LEADING ROLE,2022,2023,0.93,0.77,True,326
Everything Everywhere All at Once,"Music by Ryan Lott, David Byrne and Mitski; Lyric by Ryan Lott and David Byrne",MUSIC (Original Song),2022,2023,0.93,0.77,False,326
Evita,"Andy Nelson, Anna Behlmer, Ken Weston",SOUND,1996,1997,0.64,0.68,False,327
Evita,Art Direction:  Brian Morris;  Set Decoration:  Philippe Turlure,ART DIRECTION,1996,1997,0.64,0.68,False,327
Evita,Darius Khondji,CINEMATOGRAPHY,1996,1997,0.64,0.68,False,327
Evita,Music by Andrew Lloyd Webber; Lyric by Tim Rice,MUSIC (Original Song),1996,1997,0.64,0.68,True,327
Evita,Gerry Hambling,FILM EDITING,1996,1997,0.64,0.68,False,327
Ex Machina,Written by Alex Garland,WRITING (Original Screenplay),2015,2016,0.92,0.86,False,328
Ex Machina,"Andrew Whitehurst, Paul Norris, Mark Ardington and Sara Bennett",VISUAL EFFECTS,2015,2016,0.92,0.86,True,328
Excalibur,Alex Thomson,CINEMATOGRAPHY,1981,1982,0.72,0.81,False,329
Extremely Loud & Incredibly Close,"Scott Rudin, Producer",BEST PICTURE,2011,2012,0.45,0.61,False,330
Extremely Loud & Incredibly Close,Max von Sydow,ACTOR IN A SUPPORTING ROLE,2011,2012,0.45,0.61,False,330
Face/Off,"Mark P. Stoeckinger, Per Hallberg",SOUND EFFECTS EDITING,1997,1998,0.93,0.82,False,331
Face/Off,"Mark P. Stoeckinger, Per Hallberg",SOUND EFFECTS EDITING,1997,1998,0.93,0.82,False,331
Fame,Michael Gore,MUSIC (Original Score),1980,1981,0.81,0.69,True,332
Fame,Gerry Hambling,FILM EDITING,1980,1981,0.81,0.69,False,332
Fame,Gerry Hambling,FILM EDITING,1980,1981,0.81,0.69,False,332
Fame,Music by Michael Gore; Lyric by Dean Pitchford,MUSIC (Original Song),1980,1981,0.81,0.69,True,332
Fame,Music by Michael Gore; Lyric by Dean Pitchford,MUSIC (Original Song),1980,1981,0.81,0.69,True,332
Fame,Music by Michael Gore; Lyric by Lesley Gore,MUSIC (Original Song),1980,1981,0.81,0.69,False,332
Fame,Music by Michael Gore; Lyric by Lesley Gore,MUSIC (Original Song),1980,1981,0.81,0.69,False,332
Fame,"Michael J. Kohut, Aaron Rochin, Jay M. Harding, Chris Newman",SOUND,1980,1981,0.81,0.69,False,332
Fame,"Michael J. Kohut, Aaron Rochin, Jay M. Harding, Chris Newman",SOUND,1980,1981,0.81,0.69,False,332
Fame,Michael Gore,MUSIC (Original Score),1980,1981,0.81,0.69,True,332
Fame,Christopher Gore,WRITING (Screenplay Written Directly for the Screen),1980,1981,0.81,0.69,False,332
Fame,Christopher Gore,WRITING (Screenplay Written Directly for the Screen),1980,1981,0.81,0.69,False,332
Fantastic Beasts and Where to Find Them,Colleen Atwood,COSTUME DESIGN,2016,2017,0.74,0.79,True,333
Fantastic Beasts and Where to Find Them,Production Design: Stuart Craig; Set Decoration: Anna Pinnock,PRODUCTION DESIGN,2016,2017,0.74,0.79,False,333
Fargo,Frances McDormand,ACTRESS IN A LEADING ROLE,1996,1997,0.95,0.92,True,334
Fargo,William H. Macy,ACTOR IN A SUPPORTING ROLE,1996,1997,0.95,0.92,False,334
Fargo,Roger Deakins,CINEMATOGRAPHY,1996,1997,0.95,0.92,False,334
Fargo,Joel Coen,DIRECTING,1996,1997,0.95,0.92,False,334
Fargo,"Ethan Coen, Producer",BEST PICTURE,1996,1997,0.95,0.92,False,334
Fargo,Roderick Jaynes,FILM EDITING,1996,1997,0.95,0.92,False,334
Fargo,"Ethan Coen, Joel Coen",WRITING (Screenplay Written Directly for the Screen),1996,1997,0.95,0.92,True,334
Fat City,Susan Tyrrell,ACTRESS IN A SUPPORTING ROLE,1972,1973,1.0,0.84,False,335
Fearless,Rosie Perez,ACTRESS IN A SUPPORTING ROLE,1993,1994,0.73,0.86,False,336
Ferdinand,Carlos Saldanha and Lori Forte,ANIMATED FEATURE FILM,2017,2018,0.71,0.52,False,337
Fiddler on the Roof,Adaptation Score by John Williams,MUSIC (Scoring: Adaptation and Original Song Score),1971,1972,0.81,0.92,True,338
Fiddler on the Roof,"Norman Jewison, Producer",BEST PICTURE,1971,1972,0.81,0.92,False,338
Fiddler on the Roof,"Gordon K. McCallum, David Hildyard",SOUND,1971,1972,0.81,0.92,True,338
Fiddler on the Roof,"Gordon K. McCallum, David Hildyard",SOUND,1971,1972,0.81,0.92,True,338
Fiddler on the Roof,Topol,ACTOR,1971,1972,0.81,0.92,False,338
Fiddler on the Roof,Norman Jewison,DIRECTING,1971,1972,0.81,0.92,False,338
Fiddler on the Roof,Oswald Morris,CINEMATOGRAPHY,1971,1972,0.81,0.92,True,338
Fiddler on the Roof,"Norman Jewison, Producer",BEST PICTURE,1971,1972,0.81,0.92,False,338
Fiddler on the Roof,Oswald Morris,CINEMATOGRAPHY,1971,1972,0.81,0.92,True,338
Fiddler on the Roof,"Art Direction:  Robert Boyle, Michael Stringer;  Set Decoration:  Peter Lamont",ART DIRECTION,1971,1972,0.81,0.92,False,338
Fiddler on the Roof,Leonard Frey,ACTOR IN A SUPPORTING ROLE,1971,1972,0.81,0.92,False,338
Fiddler on the Roof,Leonard Frey,ACTOR IN A SUPPORTING ROLE,1971,1972,0.81,0.92,False,338
Fiddler on the Roof,Topol,ACTOR,1971,1972,0.81,0.92,False,338
Fiddler on the Roof,Adaptation Score by John Williams,MUSIC (Scoring: Adaptation and Original Song Score),1971,1972,0.81,0.92,True,338
Fiddler on the Roof,Norman Jewison,DIRECTING,1971,1972,0.81,0.92,False,338
Fiddler on the Roof,"Art Direction:  Robert Boyle, Michael Stringer;  Set Decoration:  Peter Lamont",ART DIRECTION,1971,1972,0.81,0.92,False,338
Field of Dreams,Phil Alden Robinson,WRITING (Screenplay Based on Material from Another Medium),1989,1990,0.88,0.86,False,339
Field of Dreams,James Horner,MUSIC (Original Score),1989,1990,0.88,0.86,False,339
Field of Dreams,"Lawrence Gordon and Charles Gordon, Producers",BEST PICTURE,1989,1990,0.88,0.86,False,339
Fifty Shades of Grey,"Music and Lyric by The Weeknd, Ahmad Balshe, Jason Quenneville and Stephan Moccio",MUSIC (Original Song),2015,2016,0.25,0.41,False,340
Fight Club,"Ren Klyce, Richard Hymns",SOUND EFFECTS EDITING,1999,2000,0.8,0.96,False,341
Finding Nemo,Andrew Stanton,ANIMATED FEATURE FILM,2003,2004,0.99,0.86,True,342
Finding Nemo,"Screenplay by Andrew Stanton, Bob Peterson and David Reynolds; Original Story by Andrew Stanton",WRITING (Original Screenplay),2003,2004,0.99,0.86,False,342
Finding Nemo,Andrew Stanton,ANIMATED FEATURE FILM,2003,2004,0.99,0.86,True,342
Finding Nemo,Andrew Stanton,ANIMATED FEATURE FILM,2003,2004,0.99,0.86,True,342
Finding Nemo,Thomas Newman,MUSIC (Original Score),2003,2004,0.99,0.86,False,342
Finding Nemo,"Screenplay by Andrew Stanton, Bob Peterson and David Reynolds; Original Story by Andrew Stanton",WRITING (Original Screenplay),2003,2004,0.99,0.86,False,342
Finding Nemo,Thomas Newman,MUSIC (Original Score),2003,2004,0.99,0.86,False,342
Finding Nemo,Thomas Newman,MUSIC (Original Score),2003,2004,0.99,0.86,False,342
Finding Nemo,"Screenplay by Andrew Stanton, Bob Peterson and David Reynolds; Original Story by Andrew Stanton",WRITING (Original Screenplay),2003,2004,0.99,0.86,False,342
Finding Nemo,Gary Rydstrom and Michael Silvers,SOUND EDITING,2003,2004,0.99,0.86,False,342
Finding Nemo,Gary Rydstrom and Michael Silvers,SOUND EDITING,2003,2004,0.99,0.86,False,342
Finding Nemo,Gary Rydstrom and Michael Silvers,SOUND EDITING,2003,2004,0.99,0.86,False,342
Finding Neverland,Art Direction: Gemma Jackson; Set Decoration: Trisha Edwards,ART DIRECTION,2004,2005,0.83,0.87,False,343
Finding Neverland,Matt Chesse,FILM EDITING,2004,2005,0.83,0.87,False,343
Finding Neverland,Screenplay by David Magee,WRITING (Adapted Screenplay),2004,2005,0.83,0.87,False,343
Finding Neverland,Johnny Depp,ACTOR IN A LEADING ROLE,2004,2005,0.83,0.87,False,343
Finding Neverland,Alexandra Byrne,COSTUME DESIGN,2004,2005,0.83,0.87,False,343
Finding Neverland,"Richard N. Gladstein and Nellie Bellflower, Producers",BEST PICTURE,2004,2005,0.83,0.87,False,343
Finding Neverland,Jan A.P. Kaczmarek,MUSIC (Original Score),2004,2005,0.83,0.87,True,343
First Man,Ai-Ling Lee and Mildred Iatrou Morgan,SOUND EDITING,2018,2019,0.87,0.68,False,344
First Man,Production Design: Nathan Crowley; Set Decoration: Kathy Lucas,PRODUCTION DESIGN,2018,2019,0.87,0.68,False,344
First Man,"Jon Taylor, Frank A. Montaño, Ai-Ling Lee and Mary H. Ellis",SOUND MIXING,2018,2019,0.87,0.68,False,344
First Man,"Paul Lambert, Ian Hunter, Tristan Myles and J.D. Schwalm",VISUAL EFFECTS,2018,2019,0.87,0.68,True,344
First Reformed,Written by Paul Schrader,WRITING (Original Screenplay),2018,2019,0.94,0.69,False,345
Five Easy Pieces,Karen Black,ACTRESS IN A SUPPORTING ROLE,1970,1971,0.89,0.84,False,346
Five Easy Pieces,Jack Nicholson,ACTOR,1970,1971,0.89,0.84,False,346
Five Easy Pieces,"Story by Bob Rafelson, Adrien Joyce;  Screenplay by Adrien Joyce",WRITING (Story and Screenplay--based on factual material or material not previously published or produced),1970,1971,0.89,0.84,False,346
Five Easy Pieces,"Bob Rafelson and Richard Wechsler, Producers",BEST PICTURE,1970,1971,0.89,0.84,False,346
Flags of Our Fathers,Alan Robert Murray and Bub Asman,SOUND EDITING,2006,2007,0.76,0.69,False,347
Flags of Our Fathers,"John Reitz, Dave Campbell, Gregg Rudloff and Walt Martin",SOUND MIXING,2006,2007,0.76,0.69,False,347
Flamin' Hot,Music and Lyric by Diane Warren,MUSIC (Original Song),2023,2024,0.68,0.87,False,348
Flashdance,"Bud Smith, Walt Mulconery",FILM EDITING,1983,1984,0.37,0.61,False,349
Flashdance,Don Peterman,CINEMATOGRAPHY,1983,1984,0.37,0.61,False,349
Flashdance,"Bud Smith, Walt Mulconery",FILM EDITING,1983,1984,0.37,0.61,False,349
Flashdance,Don Peterman,CINEMATOGRAPHY,1983,1984,0.37,0.61,False,349
Flashdance,Music by Giorgio Moroder; Lyric by Keith Forsey and Irene Cara,MUSIC (Original Song),1983,1984,0.37,0.61,True,349
Flashdance,Music and Lyric by Michael Sembello and Dennis Matkosky,MUSIC (Original Song),1983,1984,0.37,0.61,False,349
Flashdance,Music and Lyric by Michael Sembello and Dennis Matkosky,MUSIC (Original Song),1983,1984,0.37,0.61,False,349
Flashdance,Music by Giorgio Moroder; Lyric by Keith Forsey and Irene Cara,MUSIC (Original Song),1983,1984,0.37,0.61,True,349
Flatliners,"Charles L. Campbell, Richard Franklin",SOUND EFFECTS EDITING,1990,1991,0.5,0.59,False,350
Flatliners,"Charles L. Campbell, Richard Franklin",SOUND EFFECTS EDITING,1990,1991,0.5,0.59,False,350
Fly Away Home,Caleb Deschanel,CINEMATOGRAPHY,1996,1997,0.88,0.7,False,351
"Food, Inc.",Robert Kenner and Elise Pearlstein,DOCUMENTARY (Feature),2009,2010,0.95,0.86,False,352
Footloose,Music and Lyric by Kenny Loggins and Dean Pitchford,MUSIC (Original Song),1984,1985,0.55,0.71,False,353
Footloose,Music and Lyric by Tom Snow and Dean Pitchford,MUSIC (Original Song),1984,1985,0.55,0.71,False,353
Footloose,Music and Lyric by Tom Snow and Dean Pitchford,MUSIC (Original Song),1984,1985,0.55,0.71,False,353
Footloose,Music and Lyric by Tom Snow and Dean Pitchford,MUSIC (Original Song),1984,1985,0.55,0.71,False,353
Footloose,Music and Lyric by Kenny Loggins and Dean Pitchford,MUSIC (Original Song),1984,1985,0.55,0.71,False,353
Footloose,Music and Lyric by Kenny Loggins and Dean Pitchford,MUSIC (Original Song),1984,1985,0.55,0.71,False,353
Footnote,Israel,FOREIGN LANGUAGE FILM,2011,2012,0.88,0.72,False,354
For Your Eyes Only,Music by Bill Conti; Lyric by Mick Leeson,MUSIC (Original Song),1981,1982,0.69,0.64,False,355
For Your Eyes Only,Music by Bill Conti; Lyric by Mick Leeson,MUSIC (Original Song),1981,1982,0.69,0.64,False,355
For the Boys,Bette Midler,ACTRESS IN A LEADING ROLE,1991,1992,0.44,0.75,False,356
Ford v Ferrari,"Peter Chernin, Jenno Topping and James Mangold, Producers",BEST PICTURE,2019,2020,0.92,0.98,False,357
Ford v Ferrari,Michael McCusker and Andrew Buckland,FILM EDITING,2019,2020,0.92,0.98,True,357
Ford v Ferrari,Donald Sylvester,SOUND EDITING,2019,2020,0.92,0.98,True,357
Ford v Ferrari,"Paul Massey, David Giammarco and Steven A. Morrow",SOUND MIXING,2019,2020,0.92,0.98,False,357
Forrest Gump,Arthur Schmidt,FILM EDITING,1994,1995,0.76,0.95,True,358
Forrest Gump,Don Burgess,CINEMATOGRAPHY,1994,1995,0.76,0.95,False,358
Forrest Gump,Eric Roth,WRITING (Screenplay Based on Material Previously Produced or Published),1994,1995,0.76,0.95,True,358
Forrest Gump,Alan Silvestri,MUSIC (Original Score),1994,1995,0.76,0.95,False,358
Forrest Gump,"Wendy Finerman, Steve Tisch and Steve Starkey, Producers",BEST PICTURE,1994,1995,0.76,0.95,True,358
Forrest Gump,"Ken Ralston, George Murphy, Stephen Rosenbaum, Allen Hall",VISUAL EFFECTS,1994,1995,0.76,0.95,True,358
Forrest Gump,Art Direction:  Rick Carter;  Set Decoration:  Nancy Haigh,ART DIRECTION,1994,1995,0.76,0.95,False,358
Forrest Gump,Gary Sinise,ACTOR IN A SUPPORTING ROLE,1994,1995,0.76,0.95,False,358
Forrest Gump,Gary Sinise,ACTOR IN A SUPPORTING ROLE,1994,1995,0.76,0.95,False,358
Forrest Gump,Tom Hanks,ACTOR IN A LEADING ROLE,1994,1995,0.76,0.95,True,358
Forrest Gump,"Gloria S. Borders, Randy Thom",SOUND EFFECTS EDITING,1994,1995,0.76,0.95,False,358
Forrest Gump,Tom Hanks,ACTOR IN A LEADING ROLE,1994,1995,0.76,0.95,True,358
Forrest Gump,Alan Silvestri,MUSIC (Original Score),1994,1995,0.76,0.95,False,358
Forrest Gump,Art Direction:  Rick Carter;  Set Decoration:  Nancy Haigh,ART DIRECTION,1994,1995,0.76,0.95,False,358
Forrest Gump,"Gloria S. Borders, Randy Thom",SOUND EFFECTS EDITING,1994,1995,0.76,0.95,False,358
Forrest Gump,"Wendy Finerman, Steve Tisch and Steve Starkey, Producers",BEST PICTURE,1994,1995,0.76,0.95,True,358
Forrest Gump,"Ken Ralston, George Murphy, Stephen Rosenbaum, Allen Hall",VISUAL EFFECTS,1994,1995,0.76,0.95,True,358
Forrest Gump,Don Burgess,CINEMATOGRAPHY,1994,1995,0.76,0.95,False,358
Forrest Gump,Eric Roth,WRITING (Screenplay Based on Material Previously Produced or Published),1994,1995,0.76,0.95,True,358
Forrest Gump,"Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan",SOUND,1994,1995,0.76,0.95,False,358
Forrest Gump,Arthur Schmidt,FILM EDITING,1994,1995,0.76,0.95,True,358
Forrest Gump,Robert Zemeckis,DIRECTING,1994,1995,0.76,0.95,True,358
Forrest Gump,Robert Zemeckis,DIRECTING,1994,1995,0.76,0.95,True,358
Forrest Gump,"Daniel C. Striepeke, Hallie D'Amore, Judith A. Cory",MAKEUP,1994,1995,0.76,0.95,False,358
Forrest Gump,"Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan",SOUND,1994,1995,0.76,0.95,False,358
Forrest Gump,"Daniel C. Striepeke, Hallie D'Amore, Judith A. Cory",MAKEUP,1994,1995,0.76,0.95,False,358
Four Good Days,Music and Lyric by Diane Warren,MUSIC (Original Song),2021,2022,0.55,0.81,False,359
Four Weddings and a Funeral,Richard Curtis,WRITING (Screenplay Written Directly for the Screen),1994,1995,0.92,0.74,False,360
Four Weddings and a Funeral,"Duncan Kenworthy, Producer",BEST PICTURE,1994,1995,0.92,0.74,False,360
Foxcatcher,Bill Corso and Dennis Liddiard,MAKEUP AND HAIRSTYLING,2014,2015,0.88,0.66,False,361
Foxcatcher,Steve Carell,ACTOR IN A LEADING ROLE,2014,2015,0.88,0.66,False,361
Foxcatcher,Bennett Miller,DIRECTING,2014,2015,0.88,0.66,False,361
Foxcatcher,Mark Ruffalo,ACTOR IN A SUPPORTING ROLE,2014,2015,0.88,0.66,False,361
Foxcatcher,Written by E. Max Frye and Dan Futterman,WRITING (Original Screenplay),2014,2015,0.88,0.66,False,361
Frances,Kim Stanley,ACTRESS IN A SUPPORTING ROLE,1982,1983,0.67,0.78,False,362
Frances,Jessica Lange,ACTRESS IN A LEADING ROLE,1982,1983,0.67,0.78,False,362
Free Guy,"Swen Gillberg, Bryan Grill, Nikos Kalaitzidis and Dan Sudick",VISUAL EFFECTS,2021,2022,0.8,0.94,False,363
Frida,"John Jackson, Beatrice De Alba",MAKEUP,2002,2003,0.76,0.85,True,364
Frida,Julie Weiss,COSTUME DESIGN,2002,2003,0.76,0.85,False,364
Frida,Salma Hayek,ACTRESS IN A LEADING ROLE,2002,2003,0.76,0.85,False,364
Frida,Art Direction:  Felipe Fernandez del Paso; Set Decoration:  Hania Robledo,ART DIRECTION,2002,2003,0.76,0.85,False,364
Frida,Elliot Goldenthal,MUSIC (Original Score),2002,2003,0.76,0.85,True,364
Frida,Music by Elliot Goldenthal; Lyric by Julie Taymor,MUSIC (Original Song),2002,2003,0.76,0.85,False,364
Fried Green Tomatoes,"Fannie Flagg, Carol Sobieski",WRITING (Screenplay Based on Material Previously Produced or Published),1991,1992,0.76,0.87,False,365
Fried Green Tomatoes,Jessica Tandy,ACTRESS IN A SUPPORTING ROLE,1991,1992,0.76,0.87,False,365
Frost/Nixon,Frank Langella,ACTOR IN A LEADING ROLE,2008,2009,0.93,0.88,False,366
Frost/Nixon,Ron Howard,DIRECTING,2008,2009,0.93,0.88,False,366
Frost/Nixon,Screenplay by Peter Morgan,WRITING (Adapted Screenplay),2008,2009,0.93,0.88,False,366
Frost/Nixon,Mike Hill and Dan Hanley,FILM EDITING,2008,2009,0.93,0.88,False,366
Frost/Nixon,"Brian Grazer, Ron Howard and Eric Fellner, Producers",BEST PICTURE,2008,2009,0.93,0.88,False,366
Frozen,Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,MUSIC (Original Song),2013,2014,0.56,0.62,True,367
Frozen,"Chris Buck, Jennifer Lee and Peter Del Vecho",ANIMATED FEATURE FILM,2013,2014,0.56,0.62,True,367
Frozen,"Chris Buck, Jennifer Lee and Peter Del Vecho",ANIMATED FEATURE FILM,2013,2014,0.56,0.62,True,367
Frozen,"Chris Buck, Jennifer Lee and Peter Del Vecho",ANIMATED FEATURE FILM,2013,2014,0.56,0.62,True,367
Frozen,Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,MUSIC (Original Song),2013,2014,0.56,0.62,True,367
Frozen,Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,MUSIC (Original Song),2013,2014,0.56,0.62,True,367
Frozen II,Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,MUSIC (Original Song),2019,2020,0.77,0.92,False,368
Frozen II,Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,MUSIC (Original Song),2019,2020,0.77,0.92,False,368
Frozen River,Melissa Leo,ACTRESS IN A LEADING ROLE,2008,2009,0.88,0.74,False,369
Frozen River,Written by Courtney Hunt,WRITING (Original Screenplay),2008,2009,0.88,0.74,False,369
Full Metal Jacket,"Stanley Kubrick, Michael Herr, Gustav Hasford",WRITING (Screenplay Based on Material from Another Medium),1987,1988,0.9,0.94,False,370
Funny Lady,Adaptation Score by Peter Matz,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),1975,1976,0.3,0.55,False,371
Funny Lady,Adaptation Score by Peter Matz,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),1975,1976,0.3,0.55,False,371
Funny Lady,"Richard Portman, Don MacDougall, Curly Thirlwell, Jack Solomon",SOUND,1975,1976,0.3,0.55,False,371
Funny Lady,Music and Lyrics by Fred Ebb and John Kander,MUSIC (Original Song),1975,1976,0.3,0.55,False,371
Funny Lady,"Richard Portman, Don MacDougall, Curly Thirlwell, Jack Solomon",SOUND,1975,1976,0.3,0.55,False,371
Funny Lady,"Ray Aghayan, Bob Mackie",COSTUME DESIGN,1975,1976,0.3,0.55,False,371
Funny Lady,Music and Lyrics by Fred Ebb and John Kander,MUSIC (Original Song),1975,1976,0.3,0.55,False,371
Funny Lady,James Wong Howe,CINEMATOGRAPHY,1975,1976,0.3,0.55,False,371
Funny Lady,"Ray Aghayan, Bob Mackie",COSTUME DESIGN,1975,1976,0.3,0.55,False,371
Funny Lady,James Wong Howe,CINEMATOGRAPHY,1975,1976,0.3,0.55,False,371
Gandhi,Tom Smith,MAKEUP,1982,1983,0.89,0.92,False,372
Gandhi,"Richard Attenborough, Producer",BEST PICTURE,1982,1983,0.89,0.92,True,372
Gandhi,"Art Direction:  Stuart Craig, Bob Laing;  Set Decoration:  Michael Seirton",ART DIRECTION,1982,1983,0.89,0.92,True,372
Gandhi,"Gerry Humphreys, Robin O'Donoghue, Jonathan Bates, Simon Kaye",SOUND,1982,1983,0.89,0.92,False,372
Gandhi,"Ravi Shankar, George Fenton",MUSIC (Original Score),1982,1983,0.89,0.92,False,372
Gandhi,"John Mollo, Bhanu Athaiya",COSTUME DESIGN,1982,1983,0.89,0.92,True,372
Gandhi,Richard Attenborough,DIRECTING,1982,1983,0.89,0.92,True,372
Gandhi,John Bloom,FILM EDITING,1982,1983,0.89,0.92,True,372
Gandhi,John Briley,WRITING (Screenplay Written Directly for the Screen),1982,1983,0.89,0.92,True,372
Gandhi,Ben Kingsley,ACTOR IN A LEADING ROLE,1982,1983,0.89,0.92,True,372
Gandhi,"Billy Williams, Ronnie Taylor",CINEMATOGRAPHY,1982,1983,0.89,0.92,True,372
Gangs of New York,"Tom Fleischman, Eugene Gearty, Ivan Sharrock",SOUND,2002,2003,0.73,0.81,False,373
Gangs of New York,Sandy Powell,COSTUME DESIGN,2002,2003,0.73,0.81,False,373
Gangs of New York,"Music and Lyric by Bono, The Edge, Adam Clayton and Larry Mullen",MUSIC (Original Song),2002,2003,0.73,0.81,False,373
Gangs of New York,Screenplay by Jay Cocks and Steve Zaillian and Kenneth Lonergan; Story by Jay Cocks,WRITING (Original Screenplay),2002,2003,0.73,0.81,False,373
Gangs of New York,"Alberto Grimaldi and Harvey Weinstein, Producers",BEST PICTURE,2002,2003,0.73,0.81,False,373
Gangs of New York,Art Direction:  Dante Ferretti; Set Decoration:  Francesca Lo Schiavo,ART DIRECTION,2002,2003,0.73,0.81,False,373
Gangs of New York,Martin Scorsese,DIRECTING,2002,2003,0.73,0.81,False,373
Gangs of New York,Daniel Day-Lewis,ACTOR IN A LEADING ROLE,2002,2003,0.73,0.81,False,373
Gangs of New York,Michael Ballhaus,CINEMATOGRAPHY,2002,2003,0.73,0.81,False,373
Gangs of New York,Thelma Schoonmaker,FILM EDITING,2002,2003,0.73,0.81,False,373
Garden Party,Victor Caire and Gabriel Grapperon,SHORT FILM (Animated),2017,2018,0.15,0.25,False,374
Gattaca,Art Direction:  Jan Roelfs;  Set Decoration:  Nancy Nye,ART DIRECTION,1997,1998,0.82,0.87,False,375
Genghis Blues,"Roko Belic, Adrian Belic",DOCUMENTARY (Feature),1999,2000,0.75,0.9,False,376
Geronimo: An American Legend,"Chris Carpenter, D. M. Hemphill, Bill W. Benton, Lee Orloff",SOUND,1993,1994,0.5,0.52,False,377
Get Out,"Sean McKittrick, Jason Blum, Edward H. Hamm Jr. and Jordan Peele, Producers",BEST PICTURE,2017,2018,0.98,0.86,False,378
Get Out,Daniel Kaluuya,ACTOR IN A LEADING ROLE,2017,2018,0.98,0.86,False,378
Get Out,Written by Jordan Peele,WRITING (Original Screenplay),2017,2018,0.98,0.86,True,378
Get Out,Jordan Peele,DIRECTING,2017,2018,0.98,0.86,False,378
Get Out Your Handkerchiefs,France,FOREIGN LANGUAGE FILM,1978,1979,0.83,0.75,True,379
Ghost World,Written by Daniel Clowes & Terry Zwigoff,WRITING (Screenplay Based on Material Previously Produced or Published),2001,2002,0.93,0.84,False,380
Ghostbusters,"Richard Edlund, John Bruno, Mark Vargo, Chuck Gaspar",VISUAL EFFECTS,1984,1985,0.95,0.88,False,381
Ghostbusters,"Music and Lyric by Ray Parker, Jr.",MUSIC (Original Song),1984,1985,0.95,0.88,False,381
Ghostbusters,"Music and Lyric by Ray Parker, Jr.",MUSIC (Original Song),1984,1985,0.95,0.88,False,381
Ghostbusters,"Music and Lyric by Ray Parker, Jr.",MUSIC (Original Song),1984,1985,0.95,0.88,False,381
Ghostbusters,"Richard Edlund, John Bruno, Mark Vargo, Chuck Gaspar",VISUAL EFFECTS,1984,1985,0.95,0.88,False,381
Ghostbusters,"Richard Edlund, John Bruno, Mark Vargo, Chuck Gaspar",VISUAL EFFECTS,1984,1985,0.95,0.88,False,381
Ghosts of Mississippi,"Matthew W. Mungle, Deborah La Mia Denaver",MAKEUP,1996,1997,0.43,0.62,False,382
Ghosts of Mississippi,James Woods,ACTOR IN A SUPPORTING ROLE,1996,1997,0.43,0.62,False,382
Giant,James Dean,ACTOR,1956,1957,0.88,0.87,False,383
Giant,Art Direction:  Boris Leven;  Set Decoration:  Ralph S. Hurst,ART DIRECTION (Color),1956,1957,0.88,0.87,False,383
Giant,"Moss Mabry, Marjorie Best",COSTUME DESIGN (Color),1956,1957,0.88,0.87,False,383
Giant,Rock Hudson,ACTOR,1956,1957,0.88,0.87,False,383
Giant,"Fred Guiol, Ivan Moffat",WRITING (Screenplay--Adapted),1956,1957,0.88,0.87,False,383
Giant,"William Hornbeck, Philip W. Anderson, Fred Bohanan",FILM EDITING,1956,1957,0.88,0.87,False,383
Giant,"George Stevens and Henry Ginsberg, Producers",BEST MOTION PICTURE,1956,1957,0.88,0.87,False,383
Giant,Dimitri Tiomkin,MUSIC (Music Score of a Dramatic or Comedy Picture),1956,1957,0.88,0.87,False,383
Giant,Mercedes McCambridge,ACTRESS IN A SUPPORTING ROLE,1956,1957,0.88,0.87,False,383
Giant,George Stevens,DIRECTING,1956,1957,0.88,0.87,True,383
"Girl, Interrupted",Angelina Jolie,ACTRESS IN A SUPPORTING ROLE,1999,2000,0.53,0.84,True,384
Gladiator,"Scott Millan, Bob Beemer, Ken Weston",SOUND,2000,2001,0.8,0.87,True,385
